geography,week_start_date,old_total_cases,new_total_cases,change_type,observed_at_utc,source_file_id,source_publication_date
pr,2022-05-02,,2,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-05-09,,7,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-05-16,,6,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-05-23,,7,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-05-30,,3,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-06-06,,4,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-06-13,,3,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-06-20,,2,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-06-27,,4,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-07-04,,6,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-07-11,,5,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-07-18,,10,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-07-25,,5,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-08-01,,9,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-08-08,,11,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-08-15,,20,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-08-22,,18,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-08-29,,21,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-09-05,,28,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-09-12,,22,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-09-19,,33,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-09-26,,39,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-10-03,,48,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-10-10,,46,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-10-17,,48,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-10-24,,52,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-10-31,,51,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-11-07,,69,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-11-14,,59,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-11-21,,66,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-11-28,,70,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-12-05,,62,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-12-12,,42,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-12-19,,40,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2022-12-26,,31,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-01-02,,28,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-01-09,,36,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-01-16,,27,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-01-23,,25,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-01-30,,25,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-02-06,,24,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-02-13,,16,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-02-20,,22,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-02-27,,15,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-03-06,,11,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-03-13,,14,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-03-20,,14,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-03-27,,12,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-04-03,,10,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-04-10,,6,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-04-17,,5,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-04-24,,5,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-05-01,,7,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-05-08,,5,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-05-15,,7,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-05-22,,11,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-05-29,,8,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-06-05,,13,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-06-12,,14,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-06-19,,9,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-06-26,,4,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-07-03,,5,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-07-10,,15,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-07-17,,17,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-07-24,,21,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-07-31,,37,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-08-07,,34,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-08-14,,16,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-08-21,,17,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-08-28,,24,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-09-04,,43,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-09-11,,44,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-09-18,,31,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-09-25,,36,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-10-02,,28,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-10-09,,38,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-10-16,,34,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-10-23,,35,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-10-30,,39,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-11-06,,43,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-11-13,,49,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-11-20,,50,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-11-27,,44,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-12-04,,57,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-12-11,,50,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-12-18,,61,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2023-12-25,,46,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-01-01,,52,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-01-08,,45,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-01-15,,58,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-01-22,,63,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-01-29,,67,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-02-05,,55,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-02-12,,47,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-02-19,,53,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-02-26,,69,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-03-04,,62,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-03-11,,53,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-03-18,,43,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-03-25,,65,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-04-01,,78,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-04-08,,66,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-04-15,,65,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-04-22,,58,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-04-29,,74,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-05-06,,68,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-05-13,,83,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-05-20,,106,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-05-27,,124,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-06-03,,95,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-06-10,,87,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-06-17,,117,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-06-24,,119,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-07-01,,144,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-07-08,,127,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-07-15,,165,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-07-22,,153,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-07-29,,147,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-08-05,,129,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-08-12,,157,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-08-19,,163,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-08-26,,141,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-09-02,,147,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-09-09,,177,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-09-16,,178,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-09-23,,204,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-09-30,,214,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-10-07,,191,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-10-14,,187,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-10-21,,170,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-10-28,,172,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-11-04,,141,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-11-11,,156,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-11-18,,126,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-11-25,,161,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-12-02,,170,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-12-09,,152,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-12-16,,156,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-12-23,,128,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2024-12-30,,125,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-01-06,,120,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-01-13,,131,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-01-20,,133,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-01-27,,129,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-02-03,,104,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-02-10,,92,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-02-17,,92,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-02-24,,89,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-03-03,,76,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-03-10,,68,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-03-17,,72,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-03-24,,45,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-03-31,,57,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-04-07,,47,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-04-14,,48,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-04-21,,45,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-04-28,,46,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-05-05,,41,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-05-12,,50,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-05-19,,41,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-05-26,,44,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-06-02,,44,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-06-09,,70,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-06-16,,63,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-06-23,,46,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-06-30,,52,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-07-07,,54,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-07-14,,58,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-07-21,,42,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-07-28,,38,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-08-04,,56,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-08-11,,46,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-08-18,,43,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-08-25,,43,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-09-01,,43,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
pr,2025-09-08,,40,new,2026-07-15T04:12:53.929847+00:00,2450f009-9079-4bdb-8799-1600bdd4fce1,2026-06-04T15:56:55.527867Z
